current time 20220418_002206
creating new summary file
argv: ['--local_rank=0', '--logdir', '48,32,8', '--dataset=dtu_yao', '--batch_size=1', '--trainpath=./mvs_training/', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--numdepth=192', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '1', '--eval_freq', '3']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	./mvs_training/               	<class 'str'>       
testpath  	./mvs_training/               	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	2                             	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	1                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	48,32,8                       	<class 'str'>       
resume    	False                         	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
start at epoch 0
Number of model parameters: 934304
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 0:
Epoch 0/2, Iter 0/27097, lr 0.000335, train loss = 332.328, depth loss = 94.844, time = 26.502
Epoch 1/2, Iter 1353/27097, lr 0.001000, train loss = 10.091, depth loss = 2.764, time = 1.350
Epoch 1/2, Iter 1403/27097, lr 0.001000, train loss = 12.385, depth loss = 3.262, time = 1.326
Epoch 1/2, Iter 1453/27097, lr 0.001000, train loss = 19.054, depth loss = 5.284, time = 1.331
Epoch 1/2, Iter 1503/27097, lr 0.001000, train loss = 17.461, depth loss = 4.298, time = 1.334
Epoch 1/2, Iter 1553/27097, lr 0.001000, train loss = 7.320, depth loss = 1.873, time = 1.326
Epoch 1/2, Iter 1603/27097, lr 0.001000, train loss = 8.858, depth loss = 2.408, time = 1.292
Epoch 1/2, Iter 1653/27097, lr 0.001000, train loss = 8.995, depth loss = 2.315, time = 1.373
Epoch 1/2, Iter 1703/27097, lr 0.001000, train loss = 10.855, depth loss = 2.776, time = 1.374
Epoch 1/2, Iter 1753/27097, lr 0.001000, train loss = 11.198, depth loss = 2.934, time = 1.345
Epoch 1/2, Iter 1803/27097, lr 0.001000, train loss = 6.558, depth loss = 1.767, time = 1.366
Epoch 1/2, Iter 1853/27097, lr 0.001000, train loss = 1.905, depth loss = 0.456, time = 1.327
Epoch 1/2, Iter 1903/27097, lr 0.001000, train loss = 14.625, depth loss = 3.788, time = 1.225
Epoch 1/2, Iter 1953/27097, lr 0.001000, train loss = 112.748, depth loss = 30.588, time = 1.365
Epoch 1/2, Iter 2003/27097, lr 0.001000, train loss = 18.939, depth loss = 5.194, time = 1.304
Epoch 1/2, Iter 2053/27097, lr 0.001000, train loss = 23.648, depth loss = 6.511, time = 1.336
Epoch 1/2, Iter 2103/27097, lr 0.001000, train loss = 9.975, depth loss = 2.621, time = 1.298
Epoch 1/2, Iter 2153/27097, lr 0.001000, train loss = 10.767, depth loss = 2.880, time = 1.247
Epoch 1/2, Iter 2203/27097, lr 0.001000, train loss = 14.014, depth loss = 3.762, time = 1.338
Epoch 1/2, Iter 2253/27097, lr 0.001000, train loss = 11.274, depth loss = 2.927, time = 1.356
Epoch 1/2, Iter 2303/27097, lr 0.001000, train loss = 36.529, depth loss = 9.491, time = 1.329
Epoch 1/2, Iter 2353/27097, lr 0.001000, train loss = 19.807, depth loss = 5.561, time = 1.344
Epoch 1/2, Iter 2403/27097, lr 0.001000, train loss = 6.445, depth loss = 1.608, time = 1.296
Epoch 1/2, Iter 2453/27097, lr 0.001000, train loss = 81.130, depth loss = 21.151, time = 1.278
Epoch 1/2, Iter 2503/27097, lr 0.001000, train loss = 25.808, depth loss = 7.147, time = 1.333
Epoch 1/2, Iter 2553/27097, lr 0.001000, train loss = 20.528, depth loss = 5.261, time = 1.351
Epoch 1/2, Iter 2603/27097, lr 0.001000, train loss = 36.454, depth loss = 10.308, time = 1.286
Epoch 1/2, Iter 2653/27097, lr 0.001000, train loss = 3.697, depth loss = 0.808, time = 1.317
Epoch 1/2, Iter 2703/27097, lr 0.001000, train loss = 19.036, depth loss = 5.144, time = 1.423
Epoch 1/2, Iter 2753/27097, lr 0.001000, train loss = 3.645, depth loss = 0.908, time = 1.366
Epoch 1/2, Iter 2803/27097, lr 0.001000, train loss = 18.454, depth loss = 4.933, time = 1.351
Epoch 1/2, Iter 2853/27097, lr 0.001000, train loss = 5.057, depth loss = 1.266, time = 1.308
Epoch 1/2, Iter 2903/27097, lr 0.001000, train loss = 4.426, depth loss = 1.121, time = 1.324
Epoch 1/2, Iter 2953/27097, lr 0.001000, train loss = 4.264, depth loss = 1.061, time = 1.281
Epoch 1/2, Iter 3003/27097, lr 0.001000, train loss = 3.553, depth loss = 0.932, time = 1.249
Epoch 1/2, Iter 3053/27097, lr 0.001000, train loss = 18.225, depth loss = 4.996, time = 1.275
Epoch 1/2, Iter 3103/27097, lr 0.001000, train loss = 4.976, depth loss = 1.309, time = 1.282
Epoch 1/2, Iter 3153/27097, lr 0.001000, train loss = 12.841, depth loss = 3.397, time = 1.357
Epoch 1/2, Iter 3203/27097, lr 0.001000, train loss = 45.040, depth loss = 12.613, time = 1.359
Epoch 1/2, Iter 3253/27097, lr 0.001000, train loss = 3.374, depth loss = 0.745, time = 1.316
Epoch 1/2, Iter 3303/27097, lr 0.001000, train loss = 5.401, depth loss = 1.378, time = 1.350
Epoch 1/2, Iter 3353/27097, lr 0.001000, train loss = 31.321, depth loss = 8.750, time = 1.316
Epoch 1/2, Iter 3403/27097, lr 0.001000, train loss = 7.792, depth loss = 1.996, time = 1.353
Epoch 1/2, Iter 3453/27097, lr 0.001000, train loss = 18.368, depth loss = 5.236, time = 1.369
Epoch 1/2, Iter 3503/27097, lr 0.001000, train loss = 51.513, depth loss = 14.246, time = 1.337
Epoch 1/2, Iter 3553/27097, lr 0.001000, train loss = 30.197, depth loss = 8.604, time = 1.313
Epoch 1/2, Iter 3603/27097, lr 0.001000, train loss = 14.079, depth loss = 3.887, time = 1.349
Epoch 1/2, Iter 3653/27097, lr 0.001000, train loss = 18.342, depth loss = 4.961, time = 1.367
Epoch 1/2, Iter 3703/27097, lr 0.001000, train loss = 22.290, depth loss = 6.142, time = 1.259
Epoch 1/2, Iter 3753/27097, lr 0.001000, train loss = 57.096, depth loss = 16.021, time = 1.347
Epoch 1/2, Iter 3803/27097, lr 0.001000, train loss = 15.712, depth loss = 4.367, time = 1.261
Epoch 1/2, Iter 3853/27097, lr 0.001000, train loss = 7.832, depth loss = 2.136, time = 1.307
Epoch 1/2, Iter 3903/27097, lr 0.001000, train loss = 5.031, depth loss = 1.327, time = 1.337
Epoch 1/2, Iter 3953/27097, lr 0.001000, train loss = 9.379, depth loss = 2.337, time = 1.324
Epoch 1/2, Iter 4003/27097, lr 0.001000, train loss = 10.796, depth loss = 2.866, time = 1.332
Epoch 1/2, Iter 4053/27097, lr 0.001000, train loss = 5.615, depth loss = 1.496, time = 1.316
Epoch 1/2, Iter 4103/27097, lr 0.001000, train loss = 56.076, depth loss = 15.006, time = 1.196
Epoch 1/2, Iter 4153/27097, lr 0.001000, train loss = 2.367, depth loss = 0.576, time = 1.343
Epoch 1/2, Iter 4203/27097, lr 0.001000, train loss = 15.974, depth loss = 4.264, time = 1.368
Epoch 1/2, Iter 4253/27097, lr 0.001000, train loss = 13.336, depth loss = 3.638, time = 1.307
Epoch 1/2, Iter 4303/27097, lr 0.001000, train loss = 34.234, depth loss = 9.510, time = 1.342
Epoch 1/2, Iter 4353/27097, lr 0.001000, train loss = 9.855, depth loss = 2.566, time = 1.290
Epoch 1/2, Iter 4403/27097, lr 0.001000, train loss = 19.551, depth loss = 5.245, time = 1.344
Epoch 1/2, Iter 4453/27097, lr 0.001000, train loss = 172.202, depth loss = 48.953, time = 1.374
Epoch 1/2, Iter 4503/27097, lr 0.001000, train loss = 6.770, depth loss = 1.790, time = 1.307
Epoch 1/2, Iter 4553/27097, lr 0.001000, train loss = 6.212, depth loss = 1.662, time = 1.321
Epoch 1/2, Iter 4603/27097, lr 0.001000, train loss = 22.262, depth loss = 6.251, time = 1.304
Epoch 1/2, Iter 4653/27097, lr 0.001000, train loss = 16.720, depth loss = 4.455, time = 1.297
Epoch 1/2, Iter 4703/27097, lr 0.001000, train loss = 7.022, depth loss = 1.774, time = 1.369
Epoch 1/2, Iter 4753/27097, lr 0.001000, train loss = 24.222, depth loss = 6.551, time = 1.363
Epoch 1/2, Iter 4803/27097, lr 0.001000, train loss = 61.705, depth loss = 16.492, time = 1.261
Epoch 1/2, Iter 4853/27097, lr 0.001000, train loss = 14.624, depth loss = 3.815, time = 1.317
Epoch 1/2, Iter 4903/27097, lr 0.001000, train loss = 92.142, depth loss = 25.419, time = 1.200
Epoch 1/2, Iter 4953/27097, lr 0.001000, train loss = 2.701, depth loss = 0.622, time = 1.295
Epoch 1/2, Iter 5003/27097, lr 0.001000, train loss = 58.215, depth loss = 15.728, time = 1.231
Epoch 1/2, Iter 5053/27097, lr 0.001000, train loss = 21.957, depth loss = 6.028, time = 1.299
Epoch 1/2, Iter 5103/27097, lr 0.001000, train loss = 35.421, depth loss = 9.931, time = 1.264
Epoch 1/2, Iter 5153/27097, lr 0.001000, train loss = 28.095, depth loss = 7.251, time = 1.347
Epoch 1/2, Iter 5203/27097, lr 0.001000, train loss = 51.516, depth loss = 14.334, time = 1.256
Epoch 1/2, Iter 5253/27097, lr 0.001000, train loss = 18.092, depth loss = 5.022, time = 1.196
Epoch 1/2, Iter 5303/27097, lr 0.001000, train loss = 7.299, depth loss = 1.868, time = 1.254
Epoch 1/2, Iter 5353/27097, lr 0.001000, train loss = 43.353, depth loss = 12.037, time = 1.342
Epoch 1/2, Iter 5403/27097, lr 0.001000, train loss = 14.803, depth loss = 4.112, time = 1.212
Epoch 1/2, Iter 5453/27097, lr 0.001000, train loss = 3.412, depth loss = 0.783, time = 1.304
Epoch 1/2, Iter 5503/27097, lr 0.001000, train loss = 19.330, depth loss = 5.288, time = 1.303
Epoch 1/2, Iter 5553/27097, lr 0.001000, train loss = 14.439, depth loss = 3.967, time = 1.347
Epoch 1/2, Iter 5603/27097, lr 0.001000, train loss = 22.134, depth loss = 5.960, time = 1.347
Epoch 1/2, Iter 5653/27097, lr 0.001000, train loss = 14.170, depth loss = 3.787, time = 1.356
Epoch 1/2, Iter 5703/27097, lr 0.001000, train loss = 60.131, depth loss = 16.891, time = 1.329
Epoch 1/2, Iter 5753/27097, lr 0.001000, train loss = 309.373, depth loss = 87.822, time = 1.392
Epoch 1/2, Iter 5803/27097, lr 0.001000, train loss = 5.329, depth loss = 1.423, time = 1.319
Epoch 1/2, Iter 5853/27097, lr 0.001000, train loss = 6.878, depth loss = 1.737, time = 1.367
Epoch 1/2, Iter 5903/27097, lr 0.001000, train loss = 4.874, depth loss = 1.253, time = 1.329
Epoch 1/2, Iter 5953/27097, lr 0.001000, train loss = 5.050, depth loss = 1.240, time = 1.348
Epoch 1/2, Iter 6003/27097, lr 0.001000, train loss = 11.840, depth loss = 3.259, time = 1.280
Epoch 1/2, Iter 6053/27097, lr 0.001000, train loss = 8.394, depth loss = 2.176, time = 1.329
Epoch 1/2, Iter 6103/27097, lr 0.001000, train loss = 14.925, depth loss = 4.082, time = 1.273
Epoch 1/2, Iter 6153/27097, lr 0.001000, train loss = 24.534, depth loss = 5.142, time = 1.275
Epoch 1/2, Iter 6203/27097, lr 0.001000, train loss = 5.828, depth loss = 1.551, time = 1.376
Epoch 1/2, Iter 6253/27097, lr 0.001000, train loss = 44.402, depth loss = 12.666, time = 1.246
Epoch 1/2, Iter 6303/27097, lr 0.001000, train loss = 18.224, depth loss = 5.127, time = 1.260
Epoch 1/2, Iter 6353/27097, lr 0.001000, train loss = 58.929, depth loss = 16.225, time = 1.325
Epoch 1/2, Iter 6403/27097, lr 0.001000, train loss = 71.046, depth loss = 20.079, time = 1.315
Epoch 1/2, Iter 6453/27097, lr 0.001000, train loss = 9.354, depth loss = 2.454, time = 1.295
Epoch 1/2, Iter 6503/27097, lr 0.001000, train loss = 65.577, depth loss = 18.494, time = 1.258
Epoch 1/2, Iter 6553/27097, lr 0.001000, train loss = 16.862, depth loss = 4.076, time = 1.313
Epoch 1/2, Iter 6603/27097, lr 0.001000, train loss = 6.789, depth loss = 1.730, time = 1.240
Epoch 1/2, Iter 6653/27097, lr 0.001000, train loss = 7.729, depth loss = 2.155, time = 1.286
Epoch 1/2, Iter 6703/27097, lr 0.001000, train loss = 28.383, depth loss = 7.759, time = 1.343
Epoch 1/2, Iter 6753/27097, lr 0.001000, train loss = 19.953, depth loss = 5.560, time = 1.315
Epoch 1/2, Iter 6803/27097, lr 0.001000, train loss = 67.037, depth loss = 18.133, time = 1.262
Epoch 1/2, Iter 6853/27097, lr 0.001000, train loss = 9.225, depth loss = 2.403, time = 1.334
Epoch 1/2, Iter 6903/27097, lr 0.001000, train loss = 3.597, depth loss = 0.837, time = 1.337
Epoch 1/2, Iter 6953/27097, lr 0.001000, train loss = 249.677, depth loss = 71.230, time = 1.352
Epoch 1/2, Iter 7003/27097, lr 0.001000, train loss = 5.673, depth loss = 1.516, time = 1.275
Epoch 1/2, Iter 7053/27097, lr 0.001000, train loss = 5.271, depth loss = 1.436, time = 1.348
Epoch 1/2, Iter 7103/27097, lr 0.001000, train loss = 4.340, depth loss = 1.093, time = 1.288
Epoch 1/2, Iter 7153/27097, lr 0.001000, train loss = 21.535, depth loss = 5.349, time = 1.222
Epoch 1/2, Iter 7203/27097, lr 0.001000, train loss = 17.165, depth loss = 4.558, time = 1.274
Epoch 1/2, Iter 7253/27097, lr 0.001000, train loss = 8.139, depth loss = 2.138, time = 1.292
Epoch 1/2, Iter 7303/27097, lr 0.001000, train loss = 5.416, depth loss = 1.377, time = 1.304
Epoch 1/2, Iter 7353/27097, lr 0.001000, train loss = 3.294, depth loss = 0.779, time = 1.348
Epoch 1/2, Iter 7403/27097, lr 0.001000, train loss = 97.605, depth loss = 26.808, time = 1.323
Epoch 1/2, Iter 7453/27097, lr 0.001000, train loss = 12.816, depth loss = 3.433, time = 1.358
Epoch 1/2, Iter 7503/27097, lr 0.001000, train loss = 5.928, depth loss = 1.523, time = 1.326
Epoch 1/2, Iter 7553/27097, lr 0.001000, train loss = 9.790, depth loss = 2.497, time = 1.299
Epoch 1/2, Iter 7603/27097, lr 0.001000, train loss = 19.572, depth loss = 5.450, time = 1.251
Epoch 1/2, Iter 7653/27097, lr 0.001000, train loss = 16.961, depth loss = 4.665, time = 1.357
Epoch 1/2, Iter 7703/27097, lr 0.001000, train loss = 9.237, depth loss = 2.475, time = 1.290
Epoch 1/2, Iter 7753/27097, lr 0.001000, train loss = 5.199, depth loss = 1.429, time = 1.306
Epoch 1/2, Iter 7803/27097, lr 0.001000, train loss = 13.956, depth loss = 3.852, time = 1.326
Epoch 1/2, Iter 7853/27097, lr 0.001000, train loss = 13.677, depth loss = 3.525, time = 1.346
Epoch 1/2, Iter 7903/27097, lr 0.001000, train loss = 9.564, depth loss = 2.523, time = 1.349
Epoch 1/2, Iter 7953/27097, lr 0.001000, train loss = 4.870, depth loss = 1.292, time = 1.322
Epoch 1/2, Iter 8003/27097, lr 0.001000, train loss = 15.878, depth loss = 4.347, time = 1.308
Epoch 1/2, Iter 8053/27097, lr 0.001000, train loss = 54.335, depth loss = 15.304, time = 1.318
Epoch 1/2, Iter 8103/27097, lr 0.001000, train loss = 14.493, depth loss = 3.957, time = 1.285
Epoch 1/2, Iter 8153/27097, lr 0.001000, train loss = 5.518, depth loss = 1.434, time = 1.276
Epoch 1/2, Iter 8203/27097, lr 0.001000, train loss = 9.565, depth loss = 2.505, time = 1.260
Epoch 1/2, Iter 8253/27097, lr 0.001000, train loss = 11.412, depth loss = 2.992, time = 1.255
Epoch 1/2, Iter 8303/27097, lr 0.001000, train loss = 2.626, depth loss = 0.665, time = 1.268
Epoch 1/2, Iter 8353/27097, lr 0.001000, train loss = 71.300, depth loss = 19.314, time = 1.304
Epoch 1/2, Iter 8403/27097, lr 0.001000, train loss = 10.515, depth loss = 2.720, time = 1.263
Epoch 1/2, Iter 8453/27097, lr 0.001000, train loss = 17.472, depth loss = 4.689, time = 1.312
Epoch 1/2, Iter 8503/27097, lr 0.001000, train loss = 82.484, depth loss = 21.389, time = 1.181
Epoch 1/2, Iter 8553/27097, lr 0.001000, train loss = 40.404, depth loss = 11.351, time = 1.343
Epoch 1/2, Iter 8603/27097, lr 0.001000, train loss = 11.251, depth loss = 2.946, time = 1.330
Epoch 1/2, Iter 8653/27097, lr 0.001000, train loss = 25.239, depth loss = 6.739, time = 1.295
Epoch 1/2, Iter 8703/27097, lr 0.001000, train loss = 47.305, depth loss = 13.284, time = 1.208
Epoch 1/2, Iter 8753/27097, lr 0.001000, train loss = 8.270, depth loss = 2.149, time = 1.386
Epoch 1/2, Iter 8803/27097, lr 0.001000, train loss = 3.044, depth loss = 0.750, time = 1.294
Epoch 1/2, Iter 8853/27097, lr 0.001000, train loss = 4.245, depth loss = 1.008, time = 1.304
Epoch 1/2, Iter 8903/27097, lr 0.001000, train loss = 5.649, depth loss = 1.515, time = 1.330
Epoch 1/2, Iter 8953/27097, lr 0.001000, train loss = 2.122, depth loss = 0.464, time = 1.329
Epoch 1/2, Iter 9003/27097, lr 0.001000, train loss = 16.196, depth loss = 4.421, time = 1.277
Epoch 1/2, Iter 9053/27097, lr 0.001000, train loss = 1.900, depth loss = 0.431, time = 1.284
Epoch 1/2, Iter 9103/27097, lr 0.001000, train loss = 3.868, depth loss = 0.968, time = 1.313
Epoch 1/2, Iter 9153/27097, lr 0.001000, train loss = 17.320, depth loss = 3.959, time = 1.190
Epoch 1/2, Iter 9203/27097, lr 0.001000, train loss = 3.488, depth loss = 0.824, time = 1.385
Epoch 1/2, Iter 9253/27097, lr 0.001000, train loss = 24.571, depth loss = 5.462, time = 1.315
Epoch 1/2, Iter 9303/27097, lr 0.001000, train loss = 8.570, depth loss = 2.366, time = 1.289
Epoch 1/2, Iter 9353/27097, lr 0.001000, train loss = 20.506, depth loss = 5.425, time = 1.314
Epoch 1/2, Iter 9403/27097, lr 0.001000, train loss = 3.856, depth loss = 0.962, time = 1.272
Epoch 1/2, Iter 9453/27097, lr 0.001000, train loss = 26.877, depth loss = 7.348, time = 1.332
Epoch 1/2, Iter 9503/27097, lr 0.001000, train loss = 5.950, depth loss = 1.509, time = 1.307
Epoch 1/2, Iter 9553/27097, lr 0.001000, train loss = 26.157, depth loss = 7.294, time = 1.326
Epoch 1/2, Iter 9603/27097, lr 0.001000, train loss = 30.148, depth loss = 6.760, time = 1.219
Epoch 1/2, Iter 9653/27097, lr 0.001000, train loss = 2.689, depth loss = 0.619, time = 1.317
Epoch 1/2, Iter 9703/27097, lr 0.001000, train loss = 4.525, depth loss = 1.198, time = 1.308
Epoch 1/2, Iter 9753/27097, lr 0.001000, train loss = 52.768, depth loss = 15.322, time = 1.292
Epoch 1/2, Iter 9803/27097, lr 0.001000, train loss = 14.716, depth loss = 3.830, time = 1.333
Epoch 1/2, Iter 9853/27097, lr 0.001000, train loss = 4.348, depth loss = 1.079, time = 1.334
Epoch 1/2, Iter 9903/27097, lr 0.001000, train loss = 5.905, depth loss = 1.490, time = 1.342
Epoch 1/2, Iter 9953/27097, lr 0.001000, train loss = 6.773, depth loss = 1.782, time = 1.229
Epoch 1/2, Iter 10003/27097, lr 0.001000, train loss = 6.488, depth loss = 1.672, time = 1.277
Epoch 1/2, Iter 10053/27097, lr 0.001000, train loss = 17.641, depth loss = 4.669, time = 1.329
Epoch 1/2, Iter 10103/27097, lr 0.001000, train loss = 4.894, depth loss = 1.231, time = 1.332
Epoch 1/2, Iter 10153/27097, lr 0.001000, train loss = 11.831, depth loss = 3.162, time = 1.290
Epoch 1/2, Iter 10203/27097, lr 0.001000, train loss = 13.261, depth loss = 3.049, time = 1.333
Epoch 1/2, Iter 10253/27097, lr 0.001000, train loss = 5.926, depth loss = 1.472, time = 1.331
Epoch 1/2, Iter 10303/27097, lr 0.001000, train loss = 10.958, depth loss = 2.835, time = 1.327
Epoch 1/2, Iter 10353/27097, lr 0.001000, train loss = 36.826, depth loss = 9.306, time = 1.309
Epoch 1/2, Iter 10403/27097, lr 0.001000, train loss = 19.767, depth loss = 5.411, time = 1.369
Epoch 1/2, Iter 10453/27097, lr 0.001000, train loss = 7.366, depth loss = 1.720, time = 1.352
Epoch 1/2, Iter 10503/27097, lr 0.001000, train loss = 13.124, depth loss = 2.405, time = 1.321
Epoch 1/2, Iter 10553/27097, lr 0.001000, train loss = 76.308, depth loss = 20.463, time = 1.209
Epoch 1/2, Iter 10603/27097, lr 0.001000, train loss = 9.727, depth loss = 2.566, time = 1.296
Epoch 1/2, Iter 10653/27097, lr 0.001000, train loss = 9.198, depth loss = 2.461, time = 1.322
Epoch 1/2, Iter 10703/27097, lr 0.001000, train loss = 35.597, depth loss = 10.014, time = 1.301
Epoch 1/2, Iter 10753/27097, lr 0.001000, train loss = 42.142, depth loss = 11.619, time = 1.297
Epoch 1/2, Iter 10803/27097, lr 0.001000, train loss = 10.335, depth loss = 2.763, time = 1.331
Epoch 1/2, Iter 10853/27097, lr 0.001000, train loss = 113.462, depth loss = 31.993, time = 1.363
Epoch 1/2, Iter 10903/27097, lr 0.001000, train loss = 94.810, depth loss = 26.738, time = 1.328
Epoch 1/2, Iter 10953/27097, lr 0.001000, train loss = 11.890, depth loss = 3.277, time = 1.264
Epoch 1/2, Iter 11003/27097, lr 0.001000, train loss = 45.668, depth loss = 12.947, time = 1.252
Epoch 1/2, Iter 11053/27097, lr 0.001000, train loss = 85.368, depth loss = 24.142, time = 1.358
Epoch 1/2, Iter 11103/27097, lr 0.001000, train loss = 28.949, depth loss = 8.184, time = 1.377
Epoch 1/2, Iter 11153/27097, lr 0.001000, train loss = 13.356, depth loss = 3.638, time = 1.353
Epoch 1/2, Iter 11203/27097, lr 0.001000, train loss = 16.827, depth loss = 4.742, time = 1.307
Epoch 1/2, Iter 11253/27097, lr 0.001000, train loss = 15.544, depth loss = 3.748, time = 1.311
Epoch 1/2, Iter 11303/27097, lr 0.001000, train loss = 37.617, depth loss = 10.199, time = 1.213
Epoch 1/2, Iter 11353/27097, lr 0.001000, train loss = 42.335, depth loss = 11.853, time = 1.278
Epoch 1/2, Iter 11403/27097, lr 0.001000, train loss = 42.423, depth loss = 11.302, time = 1.234
Epoch 1/2, Iter 11453/27097, lr 0.001000, train loss = 4.394, depth loss = 1.107, time = 1.340
Epoch 1/2, Iter 11503/27097, lr 0.001000, train loss = 12.794, depth loss = 3.508, time = 1.392
Epoch 1/2, Iter 11553/27097, lr 0.001000, train loss = 12.509, depth loss = 3.468, time = 1.252
Epoch 1/2, Iter 11603/27097, lr 0.001000, train loss = 8.178, depth loss = 2.337, time = 1.307
Epoch 1/2, Iter 11653/27097, lr 0.001000, train loss = 2.403, depth loss = 0.552, time = 1.291
Epoch 1/2, Iter 11703/27097, lr 0.001000, train loss = 5.593, depth loss = 1.360, time = 1.282
Epoch 1/2, Iter 11753/27097, lr 0.001000, train loss = 11.396, depth loss = 3.077, time = 1.360
Epoch 1/2, Iter 11803/27097, lr 0.001000, train loss = 16.519, depth loss = 4.411, time = 1.339
Epoch 1/2, Iter 11853/27097, lr 0.001000, train loss = 21.440, depth loss = 5.958, time = 1.239
Epoch 1/2, Iter 11903/27097, lr 0.001000, train loss = 73.579, depth loss = 17.577, time = 1.353
Epoch 1/2, Iter 11953/27097, lr 0.001000, train loss = 5.409, depth loss = 1.486, time = 1.267
Epoch 1/2, Iter 12003/27097, lr 0.001000, train loss = 5.724, depth loss = 1.464, time = 1.310
Epoch 1/2, Iter 12053/27097, lr 0.001000, train loss = 5.738, depth loss = 1.528, time = 1.388
Epoch 1/2, Iter 12103/27097, lr 0.001000, train loss = 10.251, depth loss = 2.735, time = 1.362
Epoch 1/2, Iter 12153/27097, lr 0.001000, train loss = 19.340, depth loss = 5.377, time = 1.302
Epoch 1/2, Iter 12203/27097, lr 0.001000, train loss = 2.122, depth loss = 0.440, time = 1.295
Epoch 1/2, Iter 12253/27097, lr 0.001000, train loss = 8.082, depth loss = 2.251, time = 1.309
Epoch 1/2, Iter 12303/27097, lr 0.001000, train loss = 8.199, depth loss = 2.119, time = 1.334
Epoch 1/2, Iter 12353/27097, lr 0.001000, train loss = 22.518, depth loss = 5.858, time = 1.324
Epoch 1/2, Iter 12403/27097, lr 0.001000, train loss = 8.108, depth loss = 2.026, time = 1.334
Epoch 1/2, Iter 12453/27097, lr 0.001000, train loss = 15.943, depth loss = 4.344, time = 1.352
Epoch 1/2, Iter 12503/27097, lr 0.001000, train loss = 5.744, depth loss = 1.192, time = 1.297
Epoch 1/2, Iter 12553/27097, lr 0.001000, train loss = 9.201, depth loss = 2.412, time = 1.286
Epoch 1/2, Iter 12603/27097, lr 0.001000, train loss = 8.726, depth loss = 2.416, time = 1.341
Epoch 1/2, Iter 12653/27097, lr 0.001000, train loss = 6.924, depth loss = 1.711, time = 1.345
Epoch 1/2, Iter 12703/27097, lr 0.001000, train loss = 8.460, depth loss = 2.194, time = 1.296
Epoch 1/2, Iter 12753/27097, lr 0.001000, train loss = 5.000, depth loss = 1.220, time = 1.358
Epoch 1/2, Iter 12803/27097, lr 0.001000, train loss = 2.976, depth loss = 0.700, time = 1.371
Epoch 1/2, Iter 12853/27097, lr 0.001000, train loss = 4.791, depth loss = 1.280, time = 1.305
Epoch 1/2, Iter 12903/27097, lr 0.001000, train loss = 74.923, depth loss = 20.060, time = 1.306
Epoch 1/2, Iter 12953/27097, lr 0.001000, train loss = 9.271, depth loss = 2.538, time = 1.345
Epoch 1/2, Iter 13003/27097, lr 0.001000, train loss = 32.217, depth loss = 8.969, time = 1.353
Epoch 1/2, Iter 13053/27097, lr 0.001000, train loss = 3.130, depth loss = 0.742, time = 1.261
Epoch 1/2, Iter 13103/27097, lr 0.001000, train loss = 121.899, depth loss = 34.644, time = 1.352
Epoch 1/2, Iter 13153/27097, lr 0.001000, train loss = 11.115, depth loss = 3.040, time = 1.341
Epoch 1/2, Iter 13203/27097, lr 0.001000, train loss = 56.398, depth loss = 14.690, time = 1.350
Epoch 1/2, Iter 13253/27097, lr 0.001000, train loss = 3.134, depth loss = 0.728, time = 1.276
Epoch 1/2, Iter 13303/27097, lr 0.001000, train loss = 12.953, depth loss = 3.411, time = 1.338
Epoch 1/2, Iter 13353/27097, lr 0.001000, train loss = 13.589, depth loss = 3.764, time = 1.362
Epoch 1/2, Iter 13403/27097, lr 0.001000, train loss = 4.687, depth loss = 1.215, time = 1.319
